Tiempo,Posicion,Velocidad
7.880000,-0.301924,-0.810466
7.890000,-0.310164,-0.837151
7.900000,-0.318660,-0.861529
7.910000,-0.327387,-0.883520
7.920000,-0.336322,-0.903047
7.930000,-0.345440,-0.920037
7.940000,-0.354714,-0.934420
7.950000,-0.364119,-0.946132
7.960000,-0.373628,-0.955114
7.970000,-0.383212,-0.961312
7.980000,-0.392844,-0.964679
7.990000,-0.402496,-0.965175
8.000000,-0.412138,-0.962765
8.010000,-0.421742,-0.957424
8.020000,-0.431277,-0.949136
8.030000,-0.440714,-0.937892
8.040000,-0.450025,-0.923695
8.050000,-0.459178,-0.906556
8.060000,-0.468146,-0.886501
8.070000,-0.476899,-0.863562
8.080000,-0.485408,-0.837788
8.090000,-0.493645,-0.809238
8.100000,-0.501584,-0.777984
8.110000,-0.509196,-0.744110
8.120000,-0.516458,-0.707716
8.130000,-0.523343,-0.668911
8.140000,-0.529828,-0.627821
8.150000,-0.535892,-0.584583
8.160000,-0.541513,-0.539345
8.170000,-0.546673,-0.492268
8.180000,-0.551353,-0.443526
8.190000,-0.555538,-0.393299
8.200000,-0.559215,-0.341780
8.210000,-0.562370,-0.289168
8.220000,-0.564995,-0.235670
8.230000,-0.567081,-0.181500
8.240000,-0.568623,-0.126872
8.250000,-0.569618,-0.072008
8.260000,-0.570064,-0.017128
8.270000,-0.569961,0.037548
8.280000,-0.569314,0.091800
8.290000,-0.568127,0.145412
8.300000,-0.566409,0.198173
8.310000,-0.564167,0.249879
8.320000,-0.561415,0.300331
8.330000,-0.558166,0.349342
8.340000,-0.554434,0.396731
8.350000,-0.550237,0.442330
8.360000,-0.545594,0.485983
8.370000,-0.540524,0.527545
8.380000,-0.535050,0.566884
8.390000,-0.529194,0.603882
8.400000,-0.522981,0.638434
8.410000,-0.516434,0.670449
8.420000,-0.509580,0.699850
8.430000,-0.502446,0.726572
8.440000,-0.495058,0.750566
8.450000,-0.487444,0.771793
8.460000,-0.479632,0.790228
8.470000,-0.471649,0.805859
8.480000,-0.463524,0.818684
8.490000,-0.455284,0.828713
8.500000,-0.446959,0.835965
8.510000,-0.438574,0.840469
